id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,target
227,B,I,A,C,H,BI,A,O,A,A,HK,A,A,A,A,B,D,B,B,0.350021078,0.639031831,0.711981616,0.072156049,0.708115562,0.621676836,0.702402556,0.725170589,0.559383132,0.819444391,0.462629004,1
230,A,H,G,C,F,BI,A,E,AE,A,GS,A,A,A,A,B,D,D,B,0.367987673,0.603878416,0.650403122,0.568588603,0.767681677,0.422457846,0.607515517,0.350705378,0.324546225,0.285936746,0.389659828,0
231,A,I,A,B,E,BI,C,AH,Y,A,DJ,A,A,A,B,D,B,D,B,0.712172972,0.31384502,0.336885227,0.607174314,0.218055511,0.253131356,0.151073043,0.528659788,0.459141025,0.285516889,0.797506551,0
232,A,K,A,A,F,BI,A,U,AD,C,IG,A,A,A,B,B,D,D,B,0.918161815,0.715591286,0.7984265,0.857442998,0.27906774,0.734941699,0.212495596,0.795058488,0.782980006,0.706636705,0.94324083,0
234,A,G,L,N,F,BI,E,U,M,A,HK,B,A,A,B,D,B,C,C,0.385014579,0.470898835,0.66737791,0.039327236,0.285842974,0.785317552,0.534581972,0.315757494,0.485784418,0.495281416,0.392103819,1
235,A,I,D,A,E,BI,C,AV,X,A,CR,B,A,A,B,B,D,D,B,0.202817366,0.370317331,0.351662895,0.099815334,0.23082664,0.732177485,0.536698565,0.389586861,0.413994106,0.626905859,0.342027911,0
237,B,I,A,A,D,BI,C,AI,BM,J,CR,A,B,A,A,B,D,D,B,0.346933133,0.314935084,0.237900844,0.334796773,0.617402348,0.68303502,0.558709021,0.207422935,0.407040518,0.620697449,0.648580195,0
238,A,I,A,B,D,BI,A,AH,I,F,LI,A,A,A,B,B,D,D,B,0.544907965,0.454302232,0.447715093,0.341533181,0.235101418,0.096848229,0.144012231,0.361534806,0.374618703,0.469165274,0.458980962,0
240,A,F,A,B,G,BI,A,S,L,A,HQ,A,A,A,B,D,D,D,B,0.893577421,0.776619821,0.746454904,0.8232596,0.365822646,0.619100556,0.278418922,0.865605103,0.761634193,0.808437829,0.950150857,1
241,B,I,A,A,E,BI,C,E,BM,A,CR,A,A,A,A,B,D,D,B,0.318137783,0.25040853,0.35947061,0.620971704,0.815792257,0.487880788,0.562005872,0.208740082,0.285978686,0.379741683,0.376492221,0
243,B,I,A,A,E,BI,E,J,AS,E,CR,A,B,A,A,B,D,D,B,0.333595236,0.360920036,0.354962758,0.593117835,0.371773387,0.739967987,0.614694987,0.264651982,0.255213437,0.252028043,0.307043547,0
245,A,F,G,B,F,BI,A,AN,AJ,A,HV,A,A,A,A,D,D,D,B,0.479777212,0.441089346,0.454353693,0.697398908,0.198764701,0.55476064,0.267333308,0.597913688,0.551945282,0.310975691,0.406311152,1
246,A,L,G,A,E,BI,A,AS,Y,A,KW,A,A,A,A,B,D,D,B,0.735561381,0.766348812,0.919275178,0.776135238,0.801444027,0.617923378,0.697960387,0.666984107,0.7286028,0.708180787,0.587443204,0
248,A,M,C,A,E,BI,C,K,AK,A,CK,A,B,A,A,B,D,D,C,0.30018949,0.338181582,0.333021397,0.584200561,0.344502389,0.767830428,0.563299736,0.31638538,0.304058937,0.258722522,0.330808461,1
249,B,I,A,A,E,BI,C,S,BM,E,AD,A,B,A,A,B,D,D,B,0.288204846,0.27523721,0.233035395,0.591585652,0.671155467,0.487981557,0.569878951,0.366300612,0.361523853,0.328568991,0.313256242,0
252,A,N,A,B,G,BI,I,AV,AF,A,HL,A,A,A,B,B,B,D,B,0.459728183,0.460730782,0.945498005,0.149504827,0.288092828,0.281206892,0.528761022,0.311933763,0.331838541,0.241482724,0.377409977,0
254,A,I,A,A,J,BI,E,AH,AJ,A,HV,A,A,A,A,B,C,C,B,0.427361283,0.479343325,0.455723459,0.058357671,0.234589006,0.282068825,0.281270166,0.385747771,0.636492147,0.294344555,0.405462298,0
255,A,L,C,A,E,BI,C,AX,AX,A,DP,A,A,A,B,A,D,D,B,0.442108612,0.317348756,0.305923882,0.591897058,0.214894778,0.27625357,0.541664579,0.342335707,0.386588696,0.276074991,0.441715668,1
256,A,H,C,A,D,AB,C,AR,X,A,DC,B,A,A,B,D,B,D,B,0.493932022,0.171259831,0.196818862,0.25888773,0.716083447,0.1421801,0.398278604,0.37322966,0.349561896,0.465482569,0.397415748,0
257,B,I,A,D,E,BI,A,U,L,E,LN,A,A,A,A,B,D,D,B,0.936450584,0.771421645,0.794628811,0.887163268,0.288318582,0.555491117,0.217048301,0.924032299,0.606607279,0.798980161,0.947026979,0
264,A,O,F,A,F,BI,A,AW,BM,A,GS,A,A,A,A,B,D,D,B,0.308893393,0.70053513,0.681072131,0.581214668,0.215693774,0.814142246,0.588419202,0.40498483,0.384906491,0.737064573,0.380402161,0
265,A,I,A,A,G,BI,C,F,AT,A,BF,A,A,A,A,B,D,D,B,0.499604254,0.731081452,0.934352818,0.357567411,0.234736562,0.358708544,0.49917827,0.568523637,0.90309499,0.327753959,0.548897794,0
266,A,G,C,A,E,BI,A,AN,BM,E,DJ,A,A,A,B,B,D,D,B,0.402268348,0.338508933,0.394247532,0.596929291,0.813722071,0.356353523,0.373469184,0.344724349,0.374241042,0.32137336,0.395706032,0
270,A,K,A,B,E,BI,A,E,Y,C,KW,A,B,A,A,B,D,D,B,0.892592556,0.544093403,0.932784281,0.840209614,0.799297581,0.733924948,0.162961713,0.943545306,0.597825895,0.809467498,0.919045484,0
272,A,N,J,A,E,BU,C,AH,N,A,LU,B,A,A,B,B,B,D,B,0.656245763,0.349231782,0.379782886,0.659611758,0.611900463,0.097354946,0.126528743,0.700828154,0.434502822,0.641497376,0.681828615,1
273,B,O,A,A,E,BI,C,U,AS,A,CR,A,B,A,A,B,D,D,B,0.330228364,0.380352924,0.369059104,0.642035019,0.349289809,0.487673927,0.566540103,0.545284756,0.419446382,0.316880274,0.335732022,0
274,B,I,C,B,E,BI,A,E,BM,A,O,A,A,A,A,B,D,D,B,0.342736453,0.269179785,0.471891857,0.214442404,0.784894204,0.485927787,0.350806137,0.417640664,0.38351034,0.684875741,0.399699363,0
275,A,I,A,A,F,BI,A,AH,AX,A,LF,A,A,A,A,B,D,D,B,0.381019103,0.557360432,0.59019057,0.783179132,0.223747134,0.733902936,0.421692072,0.309761406,0.621768757,0.382124106,0.377346185,0
277,A,F,D,A,G,BI,A,J,Q,A,HK,A,A,A,A,B,D,B,B,0.522680425,0.623964667,0.608133565,0.333934941,0.353937092,0.487597944,0.638890478,0.458673041,0.509798767,0.316507217,0.53213874,0
278,B,J,A,A,F,BI,A,J,AX,A,HX,A,A,A,A,A,A,D,B,0.38583874,0.292002898,0.384857043,0.65083755,0.404860689,0.795317084,0.507520321,0.496448297,0.389959179,0.309817607,0.332740746,0
279,A,J,A,A,H,BI,A,AN,AE,A,HQ,A,A,A,B,D,D,C,B,0.645521762,0.710463783,0.759577148,0.687144637,0.304259364,0.621218198,0.731720607,0.750068197,0.747571808,0.607768961,0.660495138,1
280,A,I,A,A,E,BI,A,AN,BM,E,CS,A,A,A,A,B,D,D,B,0.924617851,0.594276146,0.846760468,0.717022103,0.800707752,0.101752473,0.214709858,0.817417039,0.456594565,0.514324257,0.812680055,0
281,B,I,C,A,E,BI,A,E,AK,A,DP,A,A,A,B,B,D,D,B,0.477865521,0.289212102,0.216063291,0.288789935,0.80371708,0.291627362,0.544604306,0.353993876,0.338774188,0.260294184,0.317401176,0
282,B,I,A,A,E,BI,C,N,X,L,CR,A,A,A,A,B,D,D,B,0.415952233,0.289558563,0.226208305,0.359235759,0.587830246,0.736301181,0.543301107,0.454284192,0.429225115,0.647832384,0.405026176,0
284,B,A,A,B,E,BI,A,N,S,A,HJ,A,A,A,B,B,D,D,B,0.870144314,0.550705335,0.658068144,0.658296526,0.608425232,0.735515377,0.25338049,0.891649681,0.469947815,0.747107111,0.92423363,0
285,A,L,O,A,F,BI,C,E,AF,A,GI,B,A,A,A,B,B,D,D,0.220489936,0.422213067,0.496143906,0.326380268,0.807671134,0.55374086,0.369773294,0.317196452,0.428351589,0.324355135,0.341515995,1
287,A,F,A,B,H,BI,A,AI,AE,E,DQ,A,B,A,A,B,D,D,B,0.545253892,0.422211813,0.790713871,0.225373797,0.378388724,0.300967407,0.267419454,0.367873109,0.665010131,0.250185875,0.517809931,0
288,A,F,C,B,E,BI,I,E,L,A,IR,A,A,A,A,D,B,B,B,0.62558914,0.447144945,0.625355732,0.56233142,0.808503349,0.35570691,0.250860993,0.538781618,0.686832615,0.323908851,0.591069952,1
289,A,I,C,A,F,BI,C,U,AE,A,GS,A,A,A,A,B,D,D,B,0.475506689,0.475184696,0.420293287,0.382903355,0.222533557,0.13628101,0.477128663,0.352542014,0.358867666,0.339536837,0.46686926,0
290,A,N,A,C,E,AB,A,AH,K,A,DJ,A,A,A,B,B,B,B,B,0.529582983,0.329771843,0.226087543,0.633364058,0.253310621,0.680366203,0.491748212,0.367556322,0.380188415,0.296516984,0.321314357,0
296,A,F,A,B,F,BI,A,E,Y,A,IG,A,A,A,A,B,D,D,B,0.939220666,0.564786564,0.560619561,0.856454017,0.797982977,0.555859813,0.169244689,0.798183874,0.754887957,0.453853256,0.810369611,0
297,A,K,A,A,E,BI,C,AO,H,J,DV,A,B,A,B,D,B,D,B,0.623915943,0.521531809,0.530550406,0.642979657,0.817119405,0.620707038,0.590526872,0.548864357,0.518553541,0.31894595,0.422477635,1
299,A,K,A,A,F,BI,A,S,AE,E,HK,A,A,A,B,B,D,D,B,0.630742025,0.716278215,0.673497874,0.696802999,0.670390162,0.622114617,0.61867074,0.727870681,0.795605076,0.380702802,0.635455799,0
301,B,I,H,A,E,CG,E,J,BL,A,HA,A,A,A,A,A,D,D,B,0.190215346,0.195232414,0.294379508,0.28751254,0.582730086,0.140956875,0.646312564,0.236398357,0.272102463,0.263368417,0.313840052,0
303,A,I,A,A,E,BI,C,AH,AK,C,DJ,A,A,A,A,D,D,D,B,0.494504217,0.343391627,0.359995696,0.588296798,0.807759446,0.736210749,0.492464407,0.461485388,0.373225762,0.360155963,0.410445422,0
306,A,J,A,A,G,BI,A,AI,AT,E,KB,A,B,A,A,B,D,D,B,0.444635135,0.570909453,0.443223509,0.294770024,0.231223477,0.488421502,0.561609344,0.525509847,0.703551191,0.60978198,0.530732134,0
308,A,H,A,D,H,BI,A,AF,A,A,HK,A,A,A,B,D,B,C,D,0.531435526,0.806165776,0.799172369,0.249101334,0.675459938,0.679825856,0.763750025,0.423243276,0.909115555,0.405062695,0.526672935,1
310,A,A,A,A,E,BI,E,N,N,E,DJ,A,A,A,B,B,D,D,B,0.514488695,0.401048374,0.475360276,0.745814944,0.565125388,0.734925131,0.225017272,0.708342905,0.420495835,0.298816187,0.51112152,0
311,A,H,Q,A,D,AB,C,AH,BM,A,DC,B,A,A,B,D,B,D,D,0.482420597,0.225501738,0.255359602,0.250832722,0.247665279,0.788087993,0.333282612,0.245049012,0.314409544,0.588717362,0.461806369,1
312,A,H,I,H,E,BI,A,AS,Y,A,HC,A,A,A,B,D,B,D,B,0.928070258,0.608869397,0.464026112,0.711878918,0.724689136,0.085312288,0.22644483,0.706220134,0.559760421,0.45410938,0.563950959,1
313,A,I,A,A,F,BI,A,AN,AX,A,DP,A,A,A,A,A,D,D,B,0.155014351,0.323724242,0.256426453,0.349904488,0.289757438,0.555265451,0.548546091,0.340651802,0.350548631,0.338136755,0.438512709,0
318,A,H,D,B,E,BI,A,AS,S,A,LB,A,A,A,B,B,D,D,B,0.826337943,0.487446553,0.913482597,0.673138722,0.751031674,0.420236226,0.212047019,0.733935298,0.553855535,0.272094671,0.95056932,0
321,A,L,G,B,G,BI,A,AS,AD,A,HQ,A,A,A,B,D,D,D,B,0.885402457,0.753672112,0.813423045,0.783873963,0.730232947,0.788601159,0.579526497,0.844770441,0.713693326,0.810459991,0.953401148,0
323,A,B,A,B,J,BI,E,J,AF,C,MD,A,A,A,A,D,D,D,B,0.548547481,0.977658075,0.902593309,0.175621149,0.47252742,0.781477408,0.855500063,0.520813325,0.901475947,0.362750093,0.526759791,0
324,B,K,A,D,E,BI,A,F,AU,J,IG,A,A,A,A,B,D,D,B,0.885909814,0.768196106,0.821305189,0.85466272,0.330286397,0.556630245,0.297488194,0.837101888,0.635200479,0.824923595,0.946172226,0
325,A,K,A,B,D,BI,A,AV,BM,F,CK,A,B,A,A,B,D,D,B,0.681364481,0.219649971,0.216396772,0.834693709,0.296867984,0.734110507,0.506595639,0.376120001,0.358883979,0.510157739,0.906397103,0
326,A,I,A,A,H,BI,A,R,BM,A,HK,A,A,A,A,B,D,D,B,0.440325636,0.719763343,0.693490344,0.303553219,0.671704836,0.682987054,0.776650996,0.361227504,0.439195846,0.718287513,0.375452225,0
327,A,L,A,A,H,BI,A,AK,I,A,FP,A,A,A,B,D,B,D,B,0.340559403,0.470775134,0.46163957,0.364469446,0.351766215,0.788758898,0.702791583,0.375347007,0.673995671,0.352430613,0.457172716,0
328,A,F,A,B,D,AB,A,AA,BM,A,CK,A,B,A,A,B,D,C,B,0.213238122,0.21966956,0.231835508,0.382625119,0.300847567,0.734329811,0.329386633,0.25355853,0.334729401,0.674045674,0.292536081,0
329,A,G,Q,C,F,BI,A,AH,BM,A,AT,A,A,A,B,D,B,D,C,0.236210036,0.612611423,0.557292858,0.805170153,0.301858449,0.355286527,0.685269191,0.306639243,0.448553809,0.564926348,0.405471686,1
330,A,I,A,B,E,BG,I,J,AL,A,IF,A,A,A,B,A,C,D,B,0.090052104,0.268758815,0.291220194,0.314164503,0.384515628,0.680529203,0.659676968,0.208431398,0.257187724,0.374578746,0.285730844,0
336,A,J,J,A,E,BI,A,E,AX,A,DP,A,A,A,A,B,D,D,B,0.371664429,0.309000014,0.316199107,0.57218541,0.800082651,0.357335682,0.534658236,0.352952956,0.386066825,0.448421485,0.381216707,0
337,B,F,C,A,E,BI,A,N,AF,A,DF,A,A,A,B,B,D,D,B,0.201156549,0.429522686,0.37942833,0.234289904,0.616393607,0.190422947,0.194593221,0.528118652,0.403124833,0.36122843,0.328311896,0
338,A,H,I,B,E,BI,A,AE,Y,A,HN,B,A,A,B,B,D,D,B,0.525368263,0.228651866,0.506428295,0.623138139,0.549685385,0.164622111,0.293099833,0.537778082,0.288478111,0.256652009,0.937189589,0
341,A,I,C,A,E,BI,C,AF,AF,A,DP,A,A,A,A,B,D,D,B,0.323079378,0.331598749,0.37288692,0.264935154,0.217450495,0.73567076,0.444949476,0.317758764,0.347853563,0.397706831,0.393746935,0
343,A,N,A,D,F,BI,A,AF,AX,A,DP,A,A,A,B,D,B,D,B,0.49988651,0.321646275,0.341311315,0.330017972,0.239613372,0.734898169,0.767938893,0.347884354,0.388596121,0.482234567,0.430212428,1
346,A,F,Q,A,G,BI,A,AS,AG,A,HK,B,A,B,B,D,B,D,D,0.52155853,0.710574215,0.688602098,0.639732427,0.475832391,0.796742055,0.75017645,0.423226596,0.67066342,0.934466037,0.525194495,1
347,A,B,D,A,F,AB,C,U,K,A,GC,A,A,A,B,B,D,D,B,0.679825477,0.468354204,0.467227061,0.65597549,0.22353775,0.487606851,0.200946145,0.364536509,0.389454976,0.562363368,0.266171679,0
350,A,K,A,A,E,BI,A,AF,BM,C,DJ,A,B,A,A,D,D,D,B,0.307831096,0.33573549,0.375685732,0.594672297,0.385199889,0.679187699,0.466934647,0.390705906,0.382706684,0.353546502,0.321689357,0
353,A,I,A,D,E,BI,A,E,L,E,LM,A,A,A,B,B,D,D,B,0.93548109,0.761374466,0.825687153,0.866321271,0.77399156,0.554341156,0.148916983,0.946430215,0.527626159,0.804522263,0.95657035,0
355,B,I,A,A,F,BI,A,AN,AT,E,GS,A,B,A,A,B,D,D,B,0.415630591,0.591796393,0.762363497,0.264536074,0.667263305,0.423055411,0.612709685,0.506616781,0.574750155,0.268583977,0.392076506,0
356,A,I,A,D,E,BI,C,AN,AD,A,LM,A,A,A,A,B,D,D,B,0.266325028,0.239106148,0.363315371,0.273506275,0.297291563,0.285517924,0.430460798,0.215187852,0.297137495,0.496764974,0.296296686,0
359,A,F,A,A,F,BI,A,K,H,C,HB,A,A,A,A,B,D,D,B,0.72263556,0.757542159,0.777887089,0.844026263,0.677371854,0.554571944,0.594223857,0.771151718,0.979498653,0.823636936,0.58842912,0
361,A,I,A,A,E,AB,A,U,AE,A,GS,A,A,A,B,B,D,D,B,0.495560223,0.217005028,0.432942523,0.327022077,0.306122405,0.359064739,0.671820007,0.339019631,0.343267196,0.274993219,0.404232596,0
363,A,K,A,A,D,BI,A,J,Y,F,LY,A,B,A,B,B,D,D,B,0.73326125,0.785186747,0.785160819,0.584647694,0.48940224,0.117785219,0.130629703,0.552664783,0.616511359,0.462357472,0.51418059,0
364,B,I,C,B,T,BI,C,AK,I,A,HX,A,A,A,A,D,D,D,B,0.577636315,0.450560415,0.458100663,0.592017365,0.479608203,0.136325443,0.250828992,0.532483513,0.418666844,0.940928987,0.52774127,0
368,A,A,C,A,F,AB,C,AH,AY,A,DJ,A,A,A,A,B,D,D,B,0.263689239,0.423126187,0.477585402,0.275233152,0.303661592,0.356553816,0.740288807,0.33632283,0.318164161,0.308595493,0.392821275,0
370,A,I,A,A,E,BI,A,Y,L,A,LN,A,A,A,B,B,D,D,B,0.955976471,0.708692773,0.812275943,0.830217058,0.664872205,0.554700981,0.250672822,0.858493923,0.55320821,0.719887272,0.93942888,0
371,A,I,C,A,D,AB,C,AH,X,A,DC,A,A,A,B,B,D,D,B,0.344583919,0.246120627,0.450604263,0.280247006,0.243827996,0.256629247,0.417744011,0.294291298,0.36972043,0.485516238,0.314522243,0
372,A,H,C,B,E,BI,G,AS,BM,A,CK,B,A,A,A,B,B,C,D,0.354029996,0.299944423,0.352041593,0.604227197,0.6952725,0.736429118,0.470190973,0.430328925,0.416934424,0.304042403,0.345897727,0
374,B,I,A,A,F,AB,M,AH,AK,A,DC,A,A,A,A,A,D,D,B,0.308030332,0.450017034,0.469209821,0.308921199,0.252482452,0.679688796,0.48800063,0.337298213,0.368309958,0.563925951,0.447757737,0
376,A,I,A,A,J,BI,A,AH,H,A,HB,A,A,A,A,B,D,D,B,0.320272626,0.934268063,0.465148711,0.150172199,0.240309438,0.620219575,0.946818145,0.549390031,0.902066251,0.351304683,0.407172177,1
378,A,L,F,A,H,BI,A,AS,H,A,HK,B,A,B,B,D,B,C,D,0.555777353,0.819382102,0.713955771,0.280955834,0.29567702,0.79133029,0.763586681,0.370927798,0.674254249,0.576382174,0.451153225,1
379,A,K,A,A,F,BI,A,AS,BM,A,HK,A,A,A,A,B,D,D,B,0.260124599,0.701267507,0.701800807,0.571547621,0.828792869,0.808602017,0.634344205,0.354773796,0.463526908,0.357277776,0.318807637,0
381,A,L,O,A,I,BI,A,AO,H,A,HV,A,A,A,A,D,B,D,B,0.272134412,0.427049892,0.448710379,0.600122682,0.464101278,0.80724286,0.943184092,0.354677442,0.783733239,0.362314025,0.362585146,1
382,A,H,A,C,E,AB,F,E,BM,A,CK,B,A,A,B,D,B,B,C,0.338998269,0.255027782,0.196253099,0.386720598,0.797623295,0.155540239,0.68532732,0.294606565,0.254016777,0.276744919,0.332096727,0
383,A,M,A,A,E,BI,C,AS,BM,E,C,A,A,A,A,B,D,D,B,0.298154029,0.258653086,0.307211171,0.327152733,0.725522003,0.737121319,0.602755396,0.307985445,0.352992146,0.773266025,0.441682277,0
385,A,K,A,A,F,BI,I,E,AU,F,CS,A,B,A,A,D,D,B,B,0.383275008,0.626541901,0.622776227,0.55125428,0.823075607,0.621686046,0.593006497,0.548303096,0.819716699,0.475564038,0.381669343,0
386,A,F,C,B,G,BI,G,AS,AT,A,MD,A,A,A,A,D,B,D,D,0.523956227,0.959812712,0.907169221,0.133428856,0.709423053,0.679851058,0.61198402,0.441656031,0.644111068,0.346240765,0.545814798,0
387,B,I,A,B,E,BI,C,AP,BM,C,EK,A,A,A,A,B,D,D,B,0.4709147,0.347467826,0.584311383,0.556262463,0.766484243,0.242796473,0.567944722,0.388697264,0.363240692,0.293213164,0.374958613,0
389,A,L,A,B,E,BI,A,AI,AT,A,DP,A,A,A,B,B,D,B,B,0.395619979,0.355230201,0.400763985,0.613586416,0.294461787,0.811728201,0.619907113,0.514170256,0.433440162,0.486286622,0.443842321,0
390,A,L,O,A,F,BI,A,E,AF,A,IE,B,A,B,B,D,B,D,B,0.625344626,0.460847733,0.874882931,0.69753816,0.788951507,0.046285205,0.203570095,0.769319955,0.60453908,0.611006412,0.676743594,1
392,A,M,A,A,F,BI,C,AH,AT,I,DP,A,B,A,B,B,B,D,B,0.488145037,0.33621662,0.366416749,0.267394798,0.222911022,0.735302526,0.565065077,0.348873605,0.394146558,0.402929705,0.352093279,1
393,A,L,Q,A,F,BI,C,AH,BN,A,DJ,B,A,A,B,D,B,D,B,0.486993789,0.502394739,0.466385458,0.096084979,0.22227018,0.769567365,0.751816889,0.360906768,0.359069692,0.314800128,0.429582082,1
394,A,K,A,A,E,BI,C,AN,AE,J,HK,A,B,A,B,B,D,B,B,0.641077313,0.641711566,0.509855904,0.65895396,0.682048041,0.621051168,0.551257774,0.721031045,0.527985449,0.288399722,0.616616186,1
395,B,G,A,A,F,BI,O,AG,Q,A,KC,A,A,A,B,D,D,D,B,0.318280965,0.702560939,0.722173255,0.345270628,0.813052384,0.804369151,0.691372972,0.30383615,0.799792893,0.509746474,0.401522226,1
396,B,I,A,A,E,BI,C,E,BM,A,CR,A,B,A,A,B,D,D,B,0.278424698,0.272257099,0.31951975,0.343663995,0.79986947,0.555183244,0.566454939,0.233916443,0.27866884,0.579654719,0.33682079,0
398,A,I,C,A,D,AB,A,AH,BC,A,IE,A,A,A,A,B,D,D,B,0.223052121,0.161856425,0.426379527,0.204951903,0.229414708,0.680539681,0.429639799,0.315916095,0.348315225,0.236407299,0.407532669,0
399,A,K,A,A,F,BI,I,E,AU,F,G,A,B,A,B,B,D,D,B,0.34868293,0.905400295,0.902451146,0.559635001,0.840076697,0.622527703,0.626363603,0.486013369,0.695555541,0.455101641,0.394517946,1
400,A,N,A,A,E,BI,G,N,S,A,JA,A,A,A,A,B,D,D,B,0.643776083,0.333631945,0.314771694,0.312669681,0.595187648,0.27667675,0.564288189,0.516449695,0.394442813,0.344135012,0.381878808,0
401,A,N,A,B,F,BI,A,E,AD,A,IG,A,A,A,B,B,D,B,B,0.727444082,0.710101657,0.935341174,0.674156545,0.798468495,0.355634647,0.73106446,0.511505664,0.747750786,0.50515318,0.808230195,1
402,A,M,C,A,G,BI,G,E,AT,A,GS,A,A,A,A,D,B,C,C,0.366450447,0.581213885,0.623681893,0.222054478,0.769476978,0.795134652,0.617623438,0.386116286,0.827087275,0.479543757,0.545199606,1
406,A,I,M,A,E,AB,C,AH,X,A,DC,A,A,A,B,B,B,D,B,0.641068156,0.325283192,0.318433952,0.636736131,0.241538484,0.045590293,0.413835834,0.385372428,0.331072007,0.332325333,0.340223575,1
407,B,A,A,A,F,BI,A,R,BM,A,HK,A,A,A,A,B,D,D,B,0.217227392,0.518348183,0.614993252,0.56437704,0.286925861,0.680669678,0.659184859,0.271367514,0.340760113,0.338492436,0.306031488,0
413,A,K,A,A,E,BI,C,AF,AS,I,CR,A,B,A,A,A,D,D,B,0.344559832,0.353884246,0.276500712,0.336785155,0.223987211,0.734116084,0.586689526,0.461002056,0.456852248,0.553081732,0.326801982,0
415,A,F,A,B,F,BI,A,J,I,A,KW,A,A,A,A,B,D,D,B,0.84539443,0.619938561,0.622994667,0.749685457,0.61275482,0.556322629,0.242182635,0.757413777,0.729792891,0.334676492,0.396278978,0
416,A,F,A,B,E,AB,A,AH,I,A,HX,A,B,A,A,B,D,D,B,0.689334427,0.420518124,0.473604719,0.217152164,0.246688551,0.037092144,0.113531369,0.452338513,0.408280113,0.318968169,0.578443516,0
417,B,I,A,C,E,BI,C,AP,AE,C,EK,A,A,A,A,B,D,D,B,0.54428176,0.429009195,0.501813904,0.343823992,0.675449381,0.681338723,0.350397729,0.388409795,0.359325222,0.278499488,0.471001665,0
418,A,H,J,A,E,BI,C,J,AD,C,LB,A,A,A,A,D,B,D,B,0.414986521,0.325424876,0.364275025,0.268802291,0.2117068,0.273754917,0.190400066,0.350445908,0.372371444,0.308056158,0.397110296,0
419,A,L,J,F,F,BI,C,AN,Y,A,HV,B,A,A,A,D,B,D,D,0.389594234,0.467975074,0.462001197,0.577815872,0.294176166,0.487180377,0.233992392,0.475742734,0.681631488,0.252010436,0.423663451,1
421,B,A,D,A,F,BI,A,AS,BM,A,HK,A,A,A,A,B,D,B,B,0.312915065,0.55054713,0.627283561,0.664488811,0.38416803,0.67869635,0.501417223,0.35736546,0.312400229,0.310944738,0.318059258,0
423,A,L,C,A,E,BI,C,AK,Y,F,CR,B,B,A,A,B,D,D,B,0.282794608,0.343386454,0.334527928,0.555111499,0.230202556,0.737555456,0.571940663,0.377196425,0.363619939,0.501603546,0.315204898,0
424,A,F,G,B,G,BI,A,S,L,A,HQ,A,A,A,B,B,D,C,B,0.949257204,0.721050621,0.777249201,0.837087846,0.681150724,0.555056162,0.278017367,0.759796033,0.591822689,0.94532421,0.944892337,0
426,A,B,M,A,H,BI,E,AL,H,A,CU,A,A,A,B,D,B,D,B,0.524501021,0.860538161,0.792119857,0.246503656,0.21727478,0.775451968,0.838431033,0.573062494,0.98894077,0.529964016,0.325136091,1
427,B,I,C,A,F,AB,C,AN,BJ,A,DP,A,A,A,B,B,D,D,B,0.139785608,0.212057784,0.242455118,0.368902263,0.301900783,0.204138143,0.377380844,0.228838805,0.282658558,0.25936623,0.342790931,0
430,A,K,A,A,F,BI,C,F,Y,I,LY,A,B,A,B,D,B,D,B,0.940367084,0.550821873,0.770772769,0.857800268,0.814465269,0.130173275,0.12142929,0.941398643,0.696370797,0.821441625,0.923033479,1
432,B,I,C,A,D,BI,C,AA,BM,A,CR,A,A,A,A,B,D,B,B,0.330188412,0.178671927,0.228025498,0.404484824,0.199897366,0.735233153,0.550746906,0.252402556,0.316839891,0.425090708,0.337583324,0
433,B,I,A,A,E,BI,C,AO,AS,J,CR,A,B,A,A,B,D,D,B,0.335817177,0.383282196,0.303925514,0.584376749,0.227518426,0.555994163,0.578427417,0.436062823,0.401327542,0.591281488,0.31689437,0
434,A,L,C,A,F,BI,C,A,AE,A,DP,A,A,A,B,A,D,D,B,0.305343616,0.333401523,0.318636099,0.55662879,0.296522178,0.794374218,0.532517692,0.351921279,0.48641455,0.308360156,0.381820243,0
435,A,H,A,B,F,BI,A,AN,I,A,GC,A,A,A,B,D,B,D,C,0.554762249,0.472773792,0.479029219,0.288403647,0.46430141,0.357903957,0.824093835,0.634797613,0.557239184,0.482217549,0.451152746,0
436,B,I,A,B,D,BI,A,AN,BM,E,CR,A,A,A,A,B,D,D,B,0.24935445,0.35660648,0.296702878,0.569070311,0.232039844,0.027781642,0.432041311,0.341420166,0.452915832,0.281308927,0.290763564,0
439,A,F,Q,B,H,BI,A,J,BD,A,HK,B,A,B,B,D,B,C,D,0.400724044,0.784205037,0.794785937,0.591570628,0.687180687,0.781469946,0.697802472,0.698199013,0.69774173,0.926535153,0.511713521,1
440,A,K,A,B,E,BI,D,E,AU,F,CS,A,B,A,A,B,D,C,B,0.403481953,0.607995547,0.560595248,0.266754304,0.794650864,0.492508227,0.577596901,0.548833621,0.299117034,0.266220541,0.396325615,1
442,A,K,A,A,E,BI,C,J,AS,C,BC,A,A,A,B,D,B,C,C,0.355868507,0.341562745,0.262492908,0.19379543,0.416844094,0.798019102,0.561498608,0.387874429,0.345902216,0.500980376,0.32193128,1
